label , error , time
float16 , 0.000977 , 0.0015161275863647462
float32 , 1.1920929e-07 , 0.0006061077117919921
float64 , 2.22044605e-16 , 0.0007302045822143554
float128 , 1.08420217e-19 , 0.0009521007537841797
